Pokemon,CP,Level,IV_Attack,IV_Defense,IV_HP,Evolution(CP),Collected,Collected_Shadow,Collected_Purified
Whimsicott,520,LV9.5,12,5,14,Cottonee(174)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,6,13,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,7,12,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,8,11,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,12,8,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,13,7,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,14,6,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,12,15,5,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,2,15,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,3,14,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,4,13,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,5,12,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,6,11,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,7,10,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,11,7,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,12,6,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,13,5,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,13,14,4,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,0,15,Cottonee(175)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,1,14,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,2,13,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,3,12,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,4,11,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,5,10,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,10,6,Cottonee(177)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,11,5,Cottonee(177)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,12,4,Cottonee(177)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,14,13,3,Cottonee(177)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,0,13,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,1,12,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,2,11,Cottonee(176)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,3,10,Cottonee(177)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,4,9,Cottonee(177)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,8,6,Cottonee(178)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,9,5,Cottonee(178)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,10,4,Cottonee(178)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,11,3,Cottonee(178)-Whimsicott(520),YES,NO,NO
Whimsicott,520,LV9.5,15,15,0,Cottonee(178)-Whimsicott(520),YES,NO,NO
Petilil,520,LV21.5,0,0,15,Petilil(520)-Lilligant(1397),YES,NO,NO
Petilil,520,LV22.5,0,1,1,Petilil(520)-Lilligant(1411),YES,NO,NO
Petilil,520,LV22,0,1,7,Petilil(520)-Lilligant(1403),YES,NO,NO
Petilil,520,LV21.5,0,2,12,Petilil(520)-Lilligant(1395),YES,NO,NO
Petilil,520,LV22,0,3,4,Petilil(520)-Lilligant(1400),YES,NO,NO
Petilil,520,LV21.5,0,4,9,Petilil(520)-Lilligant(1392),YES,NO,NO
Petilil,520,LV21,0,5,14,Petilil(520)-Lilligant(1383),YES,NO,NO
Petilil,520,LV22,0,6,0,Petilil(520)-Lilligant(1398),YES,NO,NO
Petilil,520,LV21.5,0,6,6,Petilil(520)-Lilligant(1389),YES,NO,NO
Petilil,520,LV21,0,7,11,Petilil(520)-Lilligant(1380),YES,NO,NO
Petilil,520,LV21.5,0,9,2,Petilil(520)-Lilligant(1386),YES,NO,NO
Petilil,520,LV21,0,9,8,Petilil(520)-Lilligant(1377),YES,NO,NO
Petilil,520,LV20.5,0,9,15,Petilil(520)-Lilligant(1370),YES,NO,NO
Petilil,520,LV21,0,10,7,Petilil(520)-Lilligant(1378),YES,NO,NO
Petilil,520,LV20.5,0,11,12,Petilil(520)-Lilligant(1368),YES,NO,NO
Petilil,520,LV20.5,0,12,11,Petilil(520)-Lilligant(1368),YES,NO,NO
Petilil,520,LV21,0,13,3,Petilil(520)-Lilligant(1375),YES,NO,NO
Petilil,520,LV20.5,0,14,8,Petilil(520)-Lilligant(1365),YES,NO,NO
Petilil,520,LV20,0,14,15,Petilil(520)-Lilligant(1357),YES,NO,NO
Petilil,520,LV20.5,0,15,7,Petilil(520)-Lilligant(1365),YES,NO,NO
Petilil,520,LV22.5,1,0,0,Petilil(520)-Lilligant(1409),YES,NO,NO
Petilil,520,LV22,1,0,6,Petilil(520)-Lilligant(1402),YES,NO,NO
Petilil,520,LV21.5,1,1,11,Petilil(520)-Lilligant(1393),YES,NO,NO
Petilil,520,LV22,1,3,2,Petilil(520)-Lilligant(1399),YES,NO,NO
Petilil,520,LV21.5,1,3,8,Petilil(520)-Lilligant(1391),YES,NO,NO
Petilil,520,LV21,1,4,13,Petilil(520)-Lilligant(1381),YES,NO,NO
Petilil,520,LV21.5,1,5,5,Petilil(520)-Lilligant(1388),YES,NO,NO
Petilil,520,LV21.5,1,6,4,Petilil(520)-Lilligant(1388),YES,NO,NO
Petilil,520,LV21,1,6,10,Petilil(520)-Lilligant(1379),YES,NO,NO
Petilil,520,LV21.5,1,8,1,Petilil(520)-Lilligant(1385),YES,NO,NO
Petilil,520,LV20.5,1,8,14,Petilil(520)-Lilligant(1369),YES,NO,NO
Petilil,520,LV21.5,1,9,0,Petilil(520)-Lilligant(1385),YES,NO,NO
Petilil,520,LV21,1,9,6,Petilil(520)-Lilligant(1376),YES,NO,NO
Petilil,520,LV20.5,1,10,11,Petilil(520)-Lilligant(1366),YES,NO,NO
Petilil,520,LV20.5,1,11,10,Petilil(520)-Lilligant(1367),YES,NO,NO
Petilil,520,LV21,1,12,2,Petilil(520)-Lilligant(1373),YES,NO,NO
Petilil,520,LV21,1,13,1,Petilil(520)-Lilligant(1373),YES,NO,NO
Petilil,520,LV20.5,1,13,7,Petilil(520)-Lilligant(1363),YES,NO,NO
Petilil,520,LV20,1,13,14,Petilil(520)-Lilligant(1356),YES,NO,NO
Petilil,520,LV20.5,1,14,6,Petilil(520)-Lilligant(1364),YES,NO,NO
Petilil,520,LV22,2,0,4,Petilil(520)-Lilligant(1400),YES,NO,NO
Petilil,520,LV21.5,2,0,10,Petilil(520)-Lilligant(1391),YES,NO,NO
Petilil,520,LV21,2,1,15,Petilil(520)-Lilligant(1382),YES,NO,NO
Petilil,520,LV22,2,2,1,Petilil(520)-Lilligant(1397),YES,NO,NO
Petilil,520,LV21.5,2,2,7,Petilil(520)-Lilligant(1389),YES,NO,NO
Petilil,520,LV21,2,3,12,Petilil(520)-Lilligant(1380),YES,NO,NO
Petilil,520,LV21.5,2,5,3,Petilil(520)-Lilligant(1386),YES,NO,NO
Petilil,520,LV21,2,5,9,Petilil(520)-Lilligant(1377),YES,NO,NO
Petilil,520,LV21,2,6,8,Petilil(520)-Lilligant(1377),YES,NO,NO
Petilil,520,LV20.5,2,7,13,Petilil(520)-Lilligant(1367),YES,NO,NO
Petilil,520,LV21,2,8,5,Petilil(520)-Lilligant(1374),YES,NO,NO
Petilil,520,LV21,2,9,4,Petilil(520)-Lilligant(1375),YES,NO,NO
Petilil,520,LV20.5,2,10,9,Petilil(520)-Lilligant(1365),YES,NO,NO
Petilil,520,LV21,2,11,1,Petilil(520)-Lilligant(1371),YES,NO,NO
Petilil,520,LV21,2,12,0,Petilil(520)-Lilligant(1371),YES,NO,NO
Petilil,520,LV20.5,2,12,6,Petilil(520)-Lilligant(1362),YES,NO,NO
Petilil,520,LV20,2,12,13,Petilil(520)-Lilligant(1354),YES,NO,NO
Petilil,520,LV20.5,2,13,5,Petilil(520)-Lilligant(1362),YES,NO,NO
Petilil,520,LV20,2,15,9,Petilil(520)-Lilligant(1352),YES,NO,NO
Petilil,520,LV22,3,0,2,Petilil(520)-Lilligant(1399),YES,NO,NO
Petilil,520,LV21.5,3,0,8,Petilil(520)-Lilligant(1390),YES,NO,NO
Petilil,520,LV21,3,1,13,Petilil(520)-Lilligant(1381),YES,NO,NO
Petilil,520,LV21.5,3,2,5,Petilil(520)-Lilligant(1387),YES,NO,NO
Petilil,520,LV21,3,3,10,Petilil(520)-Lilligant(1378),YES,NO,NO
Petilil,520,LV21.5,3,4,2,Petilil(520)-Lilligant(1384),YES,NO,NO
Petilil,520,LV20.5,3,4,15,Petilil(520)-Lilligant(1368),YES,NO,NO
Petilil,520,LV21.5,3,5,1,Petilil(520)-Lilligant(1385),YES,NO,NO
Petilil,520,LV21,3,5,7,Petilil(520)-Lilligant(1376),YES,NO,NO
Petilil,520,LV20.5,3,6,12,Petilil(520)-Lilligant(1366),YES,NO,NO
Petilil,520,LV20.5,3,7,11,Petilil(520)-Lilligant(1366),YES,NO,NO
Petilil,520,LV21,3,8,3,Petilil(520)-Lilligant(1373),YES,NO,NO
Petilil,520,LV20.5,3,9,8,Petilil(520)-Lilligant(1363),YES,NO,NO
Petilil,520,LV20,3,9,15,Petilil(520)-Lilligant(1356),YES,NO,NO
Petilil,520,LV20,3,11,12,Petilil(520)-Lilligant(1353),YES,NO,NO
Petilil,520,LV20.5,3,12,4,Petilil(520)-Lilligant(1360),YES,NO,NO
Petilil,520,LV20,3,12,11,Petilil(520)-Lilligant(1353),YES,NO,NO
Petilil,520,LV20.5,3,13,3,Petilil(520)-Lilligant(1361),YES,NO,NO
Petilil,520,LV20,3,14,8,Petilil(520)-Lilligant(1350),YES,NO,NO
Petilil,520,LV19.5,3,14,15,Petilil(520)-Lilligant(1342),YES,NO,NO
Petilil,520,LV20,3,15,7,Petilil(520)-Lilligant(1350),YES,NO,NO
Petilil,520,LV19.5,3,15,14,Petilil(520)-Lilligant(1342),YES,NO,NO
Petilil,520,LV21,4,0,12,Petilil(520)-Lilligant(1379),YES,NO,NO
Petilil,520,LV21.5,4,1,4,Petilil(520)-Lilligant(1385),YES,NO,NO
Petilil,520,LV21.5,4,2,3,Petilil(520)-Lilligant(1386),YES,NO,NO
Petilil,520,LV21,4,2,9,Petilil(520)-Lilligant(1377),YES,NO,NO
Petilil,520,LV21.5,4,4,0,Petilil(520)-Lilligant(1383),YES,NO,NO
Petilil,520,LV21,4,4,6,Petilil(520)-Lilligant(1374),YES,NO,NO
Petilil,520,LV20.5,4,4,13,Petilil(520)-Lilligant(1367),YES,NO,NO
Petilil,520,LV21,4,5,5,Petilil(520)-Lilligant(1374),YES,NO,NO
Petilil,520,LV20.5,4,6,10,Petilil(520)-Lilligant(1365),YES,NO,NO
Petilil,520,LV21,4,7,2,Petilil(520)-Lilligant(1371),YES,NO,NO
Petilil,520,LV21,4,8,1,Petilil(520)-Lilligant(1371),YES,NO,NO
Petilil,520,LV20.5,4,8,7,Petilil(520)-Lilligant(1362),YES,NO,NO
Petilil,520,LV20,4,8,14,Petilil(520)-Lilligant(1354),YES,NO,NO
Petilil,520,LV20.5,4,9,6,Petilil(520)-Lilligant(1362),YES,NO,NO
Petilil,520,LV20,4,10,11,Petilil(520)-Lilligant(1351),YES,NO,NO
Petilil,520,LV20.5,4,11,3,Petilil(520)-Lilligant(1359),YES,NO,NO
Petilil,520,LV20,4,11,10,Petilil(520)-Lilligant(1352),YES,NO,NO
Petilil,520,LV20.5,4,12,2,Petilil(520)-Lilligant(1359),YES,NO,NO
Petilil,520,LV20,4,13,7,Petilil(520)-Lilligant(1349),YES,NO,NO
Petilil,520,LV19.5,4,13,14,Petilil(520)-Lilligant(1340),YES,NO,NO
Petilil,520,LV20,4,14,6,Petilil(520)-Lilligant(1349),YES,NO,NO
Petilil,520,LV19.5,4,14,13,Petilil(520)-Lilligant(1341),YES,NO,NO
Petilil,520,LV21,5,0,10,Petilil(520)-Lilligant(1378),YES,NO,NO
Petilil,520,LV21.5,5,1,2,Petilil(520)-Lilligant(1384),YES,NO,NO
Petilil,520,LV20.5,5,1,15,Petilil(520)-Lilligant(1368),YES,NO,NO
Petilil,520,LV21,5,2,7,Petilil(520)-Lilligant(1375),YES,NO,NO
Petilil,520,LV20.5,5,3,12,Petilil(520)-Lilligant(1365),YES,NO,NO
Petilil,520,LV21,5,4,4,Petilil(520)-Lilligant(1372),YES,NO,NO
Petilil,520,LV20.5,5,5,9,Petilil(520)-Lilligant(1363),YES,NO,NO
Petilil,520,LV20.5,5,6,8,Petilil(520)-Lilligant(1363),YES,NO,NO
Petilil,520,LV21,5,7,0,Petilil(520)-Lilligant(1369),YES,NO,NO
Petilil,520,LV20,5,7,13,Petilil(520)-Lilligant(1353),YES,NO,NO
Petilil,520,LV20.5,5,8,5,Petilil(520)-Lilligant(1360),YES,NO,NO
Petilil,520,LV20,5,8,12,Petilil(520)-Lilligant(1353),YES,NO,NO
Petilil,520,LV20,5,10,9,Petilil(520)-Lilligant(1350),YES,NO,NO
Petilil,520,LV20.5,5,11,1,Petilil(520)-Lilligant(1357),YES,NO,NO
Petilil,520,LV20.5,5,12,0,Petilil(520)-Lilligant(1357),YES,NO,NO
Petilil,520,LV20,5,13,5,Petilil(520)-Lilligant(1347),YES,NO,NO
Petilil,520,LV19.5,5,13,12,Petilil(520)-Lilligant(1339),YES,NO,NO
Petilil,520,LV20,5,14,4,Petilil(520)-Lilligant(1347),YES,NO,NO
Petilil,520,LV21.5,6,1,0,Petilil(520)-Lilligant(1382),YES,NO,NO
Petilil,520,LV21,6,1,6,Petilil(520)-Lilligant(1373),YES,NO,NO
Petilil,520,LV20.5,6,1,13,Petilil(520)-Lilligant(1367),YES,NO,NO
Petilil,520,LV21,6,2,5,Petilil(520)-Lilligant(1374),YES,NO,NO
Petilil,520,LV20.5,6,3,10,Petilil(520)-Lilligant(1364),YES,NO,NO
Petilil,520,LV21,6,4,2,Petilil(520)-Lilligant(1371),YES,NO,NO
Petilil,520,LV20.5,6,5,7,Petilil(520)-Lilligant(1361),YES,NO,NO
Petilil,520,LV20,6,5,14,Petilil(520)-Lilligant(1354),YES,NO,NO
Petilil,520,LV20.5,6,7,4,Petilil(520)-Lilligant(1358),YES,NO,NO
Petilil,520,LV20,6,7,11,Petilil(520)-Lilligant(1351),YES,NO,NO
Petilil,520,LV20.5,6,8,3,Petilil(520)-Lilligant(1359),YES,NO,NO
Petilil,520,LV20,6,9,8,Petilil(520)-Lilligant(1348),YES,NO,NO
Petilil,520,LV19.5,6,9,15,Petilil(520)-Lilligant(1340),YES,NO,NO
Petilil,520,LV20,6,10,7,Petilil(520)-Lilligant(1349),YES,NO,NO
Petilil,520,LV19.5,6,10,14,Petilil(520)-Lilligant(1341),YES,NO,NO
Petilil,520,LV20,6,12,4,Petilil(520)-Lilligant(1346),YES,NO,NO
Petilil,520,LV19.5,6,12,11,Petilil(520)-Lilligant(1338),YES,NO,NO
Petilil,520,LV20,6,13,3,Petilil(520)-Lilligant(1346),YES,NO,NO
Petilil,520,LV19.5,6,15,7,Petilil(520)-Lilligant(1335),YES,NO,NO
Petilil,520,LV20.5,7,0,12,Petilil(520)-Lilligant(1365),YES,NO,NO
Petilil,520,LV21,7,1,4,Petilil(520)-Lilligant(1372),YES,NO,NO
Petilil,520,LV20.5,7,2,9,Petilil(520)-Lilligant(1362),YES,NO,NO
Petilil,520,LV21,7,4,0,Petilil(520)-Lilligant(1369),YES,NO,NO
Petilil,520,LV20.5,7,4,6,Petilil(520)-Lilligant(1360),YES,NO,NO
Petilil,520,LV20,7,4,13,Petilil(520)-Lilligant(1352),YES,NO,NO
Petilil,520,LV20.5,7,5,5,Petilil(520)-Lilligant(1360),YES,NO,NO
Petilil,520,LV20,7,6,10,Petilil(520)-Lilligant(1350),YES,NO,NO
Petilil,520,LV20.5,7,7,2,Petilil(520)-Lilligant(1357),YES,NO,NO
Petilil,520,LV20.5,7,8,1,Petilil(520)-Lilligant(1357),YES,NO,NO
Petilil,520,LV20,7,9,6,Petilil(520)-Lilligant(1347),YES,NO,NO
Petilil,520,LV19.5,7,9,13,Petilil(520)-Lilligant(1339),YES,NO,NO
Petilil,520,LV19.5,7,11,10,Petilil(520)-Lilligant(1336),YES,NO,NO
Petilil,520,LV20,7,12,2,Petilil(520)-Lilligant(1344),YES,NO,NO
Petilil,520,LV19.5,7,12,9,Petilil(520)-Lilligant(1336),YES,NO,NO
Petilil,520,LV20,7,13,1,Petilil(520)-Lilligant(1344),YES,NO,NO
Petilil,520,LV19,7,13,15,Petilil(520)-Lilligant(1328),YES,NO,NO
Petilil,520,LV19.5,7,14,6,Petilil(520)-Lilligant(1333),YES,NO,NO
Petilil,520,LV19.5,7,15,5,Petilil(520)-Lilligant(1333),YES,NO,NO
Petilil,520,LV19,7,15,12,Petilil(520)-Lilligant(1325),YES,NO,NO
Petilil,520,LV20.5,8,0,10,Petilil(520)-Lilligant(1363),YES,NO,NO
Petilil,520,LV21,8,1,2,Petilil(520)-Lilligant(1370),YES,NO,NO
Petilil,520,LV20.5,8,2,7,Petilil(520)-Lilligant(1361),YES,NO,NO
Petilil,520,LV20,8,2,14,Petilil(520)-Lilligant(1353),YES,NO,NO
Petilil,520,LV20.5,8,4,4,Petilil(520)-Lilligant(1358),YES,NO,NO
Petilil,520,LV20,8,4,11,Petilil(520)-Lilligant(1351),YES,NO,NO
Petilil,520,LV20.5,8,5,3,Petilil(520)-Lilligant(1358),YES,NO,NO
Petilil,520,LV20,8,6,8,Petilil(520)-Lilligant(1348),YES,NO,NO
Petilil,520,LV19.5,8,6,15,Petilil(520)-Lilligant(1340),YES,NO,NO
Petilil,520,LV20.5,8,7,0,Petilil(520)-Lilligant(1355),YES,NO,NO
Petilil,520,LV20,8,8,5,Petilil(520)-Lilligant(1345),YES,NO,NO
Petilil,520,LV19.5,8,8,12,Petilil(520)-Lilligant(1337),YES,NO,NO
Petilil,520,LV20,8,9,4,Petilil(520)-Lilligant(1346),YES,NO,NO
Petilil,520,LV19.5,8,11,8,Petilil(520)-Lilligant(1335),YES,NO,NO
Petilil,520,LV19,8,11,15,Petilil(520)-Lilligant(1326),YES,NO,NO
Petilil,520,LV20,8,12,0,Petilil(520)-Lilligant(1342),YES,NO,NO
Petilil,520,LV19,8,12,14,Petilil(520)-Lilligant(1326),YES,NO,NO
Petilil,520,LV19.5,8,14,4,Petilil(520)-Lilligant(1332),YES,NO,NO
Petilil,520,LV19,8,14,11,Petilil(520)-Lilligant(1323),YES,NO,NO
Petilil,520,LV19.5,8,15,3,Petilil(520)-Lilligant(1332),YES,NO,NO
Petilil,520,LV19,8,15,10,Petilil(520)-Lilligant(1323),YES,NO,NO
Petilil,520,LV20.5,9,0,8,Petilil(520)-Lilligant(1362),YES,NO,NO
Petilil,520,LV21,9,1,0,Petilil(520)-Lilligant(1368),YES,NO,NO
Petilil,520,LV20,9,1,13,Petilil(520)-Lilligant(1352),YES,NO,NO
Petilil,520,LV20.5,9,2,5,Petilil(520)-Lilligant(1359),YES,NO,NO
Petilil,520,LV20,9,3,10,Petilil(520)-Lilligant(1349),YES,NO,NO
Petilil,520,LV20.5,9,4,2,Petilil(520)-Lilligant(1356),YES,NO,NO
Petilil,520,LV20,9,5,7,Petilil(520)-Lilligant(1346),YES,NO,NO
Petilil,520,LV19.5,9,5,14,Petilil(520)-Lilligant(1338),YES,NO,NO
Petilil,520,LV20,9,6,6,Petilil(520)-Lilligant(1347),YES,NO,NO
Petilil,520,LV19.5,9,6,13,Petilil(520)-Lilligant(1339),YES,NO,NO
Petilil,520,LV20,9,8,3,Petilil(520)-Lilligant(1344),YES,NO,NO
Petilil,520,LV19.5,9,8,10,Petilil(520)-Lilligant(1336),YES,NO,NO
Petilil,520,LV20,9,9,2,Petilil(520)-Lilligant(1344),YES,NO,NO
Petilil,520,LV19.5,9,10,7,Petilil(520)-Lilligant(1333),YES,NO,NO
Petilil,520,LV19.5,9,11,6,Petilil(520)-Lilligant(1333),YES,NO,NO
Petilil,520,LV19,9,11,13,Petilil(520)-Lilligant(1324),YES,NO,NO
Petilil,520,LV19.5,9,14,2,Petilil(520)-Lilligant(1330),YES,NO,NO
Petilil,520,LV19,9,14,9,Petilil(520)-Lilligant(1322),YES,NO,NO
Petilil,520,LV19.5,9,15,1,Petilil(520)-Lilligant(1330),YES,NO,NO
Petilil,520,LV18.5,9,15,15,Petilil(520)-Lilligant(1312),YES,NO,NO
Petilil,520,LV20.5,10,1,4,Petilil(520)-Lilligant(1357),YES,NO,NO
Petilil,520,LV20,10,1,11,Petilil(520)-Lilligant(1350),YES,NO,NO
Petilil,520,LV20.5,10,2,3,Petilil(520)-Lilligant(1358),YES,NO,NO
Petilil,520,LV20,10,3,8,Petilil(520)-Lilligant(1348),YES,NO,NO
Petilil,520,LV19.5,10,3,15,Petilil(520)-Lilligant(1339),YES,NO,NO
Petilil,520,LV20.5,10,4,0,Petilil(520)-Lilligant(1355),YES,NO,NO
Petilil,520,LV20,10,5,5,Petilil(520)-Lilligant(1345),YES,NO,NO
Petilil,520,LV19.5,10,5,12,Petilil(520)-Lilligant(1337),YES,NO,NO
Petilil,520,LV20,10,6,4,Petilil(520)-Lilligant(1345),YES,NO,NO
Petilil,520,LV19.5,10,7,9,Petilil(520)-Lilligant(1334),YES,NO,NO
Petilil,520,LV20,10,8,1,Petilil(520)-Lilligant(1342),YES,NO,NO
Petilil,520,LV19.5,10,8,8,Petilil(520)-Lilligant(1335),YES,NO,NO
Petilil,520,LV19,10,8,15,Petilil(520)-Lilligant(1325),YES,NO,NO
Petilil,520,LV20,10,9,0,Petilil(520)-Lilligant(1342),YES,NO,NO
Petilil,520,LV19.5,10,10,5,Petilil(520)-Lilligant(1332),YES,NO,NO
Petilil,520,LV19,10,10,12,Petilil(520)-Lilligant(1323),YES,NO,NO
Petilil,520,LV19.5,10,11,4,Petilil(520)-Lilligant(1332),YES,NO,NO
Petilil,520,LV19,10,11,11,Petilil(520)-Lilligant(1323),YES,NO,NO
Petilil,520,LV19,10,13,8,Petilil(520)-Lilligant(1320),YES,NO,NO
Petilil,520,LV19.5,10,14,0,Petilil(520)-Lilligant(1328),YES,NO,NO
Petilil,520,LV19,10,14,7,Petilil(520)-Lilligant(1320),YES,NO,NO
Petilil,520,LV18.5,10,14,14,Petilil(520)-Lilligant(1311),YES,NO,NO
Petilil,520,LV18.5,10,15,13,Petilil(520)-Lilligant(1311),YES,NO,NO
Petilil,520,LV20.5,11,1,2,Petilil(520)-Lilligant(1356),YES,NO,NO
Petilil,520,LV20,11,1,9,Petilil(520)-Lilligant(1349),YES,NO,NO
Petilil,520,LV20.5,11,2,1,Petilil(520)-Lilligant(1356),YES,NO,NO
Petilil,520,LV20,11,3,6,Petilil(520)-Lilligant(1346),YES,NO,NO
Petilil,520,LV19.5,11,3,13,Petilil(520)-Lilligant(1338),YES,NO,NO
Petilil,520,LV20,11,5,3,Petilil(520)-Lilligant(1343),YES,NO,NO
Petilil,520,LV19.5,11,5,10,Petilil(520)-Lilligant(1336),YES,NO,NO
Petilil,520,LV20,11,6,2,Petilil(520)-Lilligant(1344),YES,NO,NO
Petilil,520,LV19.5,11,7,7,Petilil(520)-Lilligant(1333),YES,NO,NO
Petilil,520,LV19,11,8,13,Petilil(520)-Lilligant(1324),YES,NO,NO
Petilil,520,LV19.5,11,10,3,Petilil(520)-Lilligant(1330),YES,NO,NO
Petilil,520,LV19,11,10,10,Petilil(520)-Lilligant(1321),YES,NO,NO
Petilil,520,LV19.5,11,11,2,Petilil(520)-Lilligant(1330),YES,NO,NO
Petilil,520,LV18.5,11,12,15,Petilil(520)-Lilligant(1312),YES,NO,NO
Petilil,520,LV19,11,13,6,Petilil(520)-Lilligant(1319),YES,NO,NO
Petilil,520,LV19,11,14,5,Petilil(520)-Lilligant(1319),YES,NO,NO
Petilil,520,LV18.5,11,14,12,Petilil(520)-Lilligant(1309),YES,NO,NO
Petilil,520,LV18.5,11,15,11,Petilil(520)-Lilligant(1310),YES,NO,NO
Petilil,520,LV20,12,0,8,Petilil(520)-Lilligant(1347),YES,NO,NO
Petilil,520,LV20.5,12,1,0,Petilil(520)-Lilligant(1354),YES,NO,NO
Petilil,520,LV19.5,12,2,12,Petilil(520)-Lilligant(1336),YES,NO,NO
Petilil,520,LV20,12,3,4,Petilil(520)-Lilligant(1345),YES,NO,NO
Petilil,520,LV19.5,12,4,9,Petilil(520)-Lilligant(1334),YES,NO,NO
Petilil,520,LV20,12,5,1,Petilil(520)-Lilligant(1341),YES,NO,NO
Petilil,520,LV19.5,12,5,8,Petilil(520)-Lilligant(1334),YES,NO,NO
Petilil,520,LV19,12,5,15,Petilil(520)-Lilligant(1325),YES,NO,NO
Petilil,520,LV20,12,6,0,Petilil(520)-Lilligant(1342),YES,NO,NO
Petilil,520,LV19.5,12,7,5,Petilil(520)-Lilligant(1331),YES,NO,NO
Petilil,520,LV19,12,7,12,Petilil(520)-Lilligant(1322),YES,NO,NO
Petilil,520,LV19.5,12,10,1,Petilil(520)-Lilligant(1328),YES,NO,NO
Petilil,520,LV19,12,10,8,Petilil(520)-Lilligant(1320),YES,NO,NO
Petilil,520,LV19.5,12,11,0,Petilil(520)-Lilligant(1328),YES,NO,NO
Petilil,520,LV18.5,12,11,14,Petilil(520)-Lilligant(1311),YES,NO,NO
Petilil,520,LV19,12,13,4,Petilil(520)-Lilligant(1317),YES,NO,NO
Petilil,520,LV19,12,14,3,Petilil(520)-Lilligant(1317),YES,NO,NO
Petilil,520,LV18.5,12,14,10,Petilil(520)-Lilligant(1308),YES,NO,NO
Petilil,520,LV20,13,0,6,Petilil(520)-Lilligant(1345),YES,NO,NO
Petilil,520,LV19.5,13,0,13,Petilil(520)-Lilligant(1337),YES,NO,NO
Petilil,520,LV19.5,13,2,10,Petilil(520)-Lilligant(1335),YES,NO,NO
Petilil,520,LV20,13,3,2,Petilil(520)-Lilligant(1343),YES,NO,NO
Petilil,520,LV19.5,13,4,7,Petilil(520)-Lilligant(1332),YES,NO,NO
Petilil,520,LV19.5,13,5,6,Petilil(520)-Lilligant(1333),YES,NO,NO
Petilil,520,LV19,13,5,13,Petilil(520)-Lilligant(1324),YES,NO,NO
Petilil,520,LV19.5,13,7,3,Petilil(520)-Lilligant(1329),YES,NO,NO
Petilil,520,LV19,13,7,10,Petilil(520)-Lilligant(1321),YES,NO,NO
Petilil,520,LV19,13,10,6,Petilil(520)-Lilligant(1318),YES,NO,NO
Petilil,520,LV18.5,13,10,13,Petilil(520)-Lilligant(1309),YES,NO,NO
Petilil,520,LV18.5,13,11,12,Petilil(520)-Lilligant(1309),YES,NO,NO
Petilil,520,LV19,13,13,2,Petilil(520)-Lilligant(1315),YES,NO,NO
Petilil,520,LV18.5,13,13,9,Petilil(520)-Lilligant(1306),YES,NO,NO
Petilil,520,LV19,13,14,1,Petilil(520)-Lilligant(1315),YES,NO,NO
